preferences,seed,learn_rate,model_type,train_pairs,dev_pairs,test_pairs,epoch_num,loss_train,loss_dev,loss_test,rho_train,rho_p_train,pcc_train,pcc_p_train,tau_train,tau_p_train,rho_train_global,pcc_train_global,tau_train_global,rho_dev,rho_p_dev,pcc_dev,pcc_p_dev,tau_dev,tau_p_dev,rho_dev_global,pcc_dev_global,tau_dev_global,rho_test,rho_p_test,pcc_test,pcc_p_test,tau_test,tau_p_test,rho_test_global,pcc_test_global,tau_test_global
all,1,1.00E-05,linear,18901,4667,5776,19,0.603895965,0.644290945,0.674364596,0.505500132,0.070522629,0.53894934,0.041819578,0.420975845,0.069220055,0.571001289,0.564259988,0.442033827,0.368928778,0.175616236,0.409098309,0.08351359,0.298585213,0.171784107,0.393794849,0.389056878,0.300849833,0.241660463,0.193700331,0.255238652,0.190500559,0.199125596,0.194322517,0.229121705,0.215056528,0.177049268
all,1,1.00E-05,linear,18901,4667,5776,37,0.580001661,0.641109973,0.67438794,0.54692239,0.041117907,0.581883423,0.021373464,0.455937896,0.038771281,0.601048416,0.597641919,0.467200634,0.405005355,0.174218701,0.417570227,0.08616568,0.327332868,0.177166257,0.398536413,0.390834271,0.303979308,0.252271886,0.189303129,0.278270832,0.242633466,0.215759929,0.176137706,0.248975176,0.239368555,0.196296265
all,1,1.00E-05,linear,18901,4667,5776,35,0.581906744,0.641092766,0.674417621,0.545815681,0.041015133,0.578270063,0.022741422,0.454023554,0.040700819,0.598829947,0.595029924,0.46533708,0.386302593,0.175686445,0.417120813,0.085560936,0.306972857,0.177677704,0.396212053,0.390745044,0.300887775,0.265520724,0.187522601,0.277595497,0.239044427,0.220623751,0.184675943,0.248008442,0.238358189,0.193994101
all,1,1.00E-05,linear,18901,4667,5776,38,0.579182153,0.641162064,0.674596601,0.551805496,0.039401792,0.58359003,0.020750538,0.46070351,0.037181799,0.601912109,0.598835976,0.46802108,0.403944199,0.173256956,0.417698947,0.086667979,0.325379665,0.178851641,0.396743285,0.390754097,0.302433619,0.262125888,0.192204418,0.278471451,0.244549453,0.224098493,0.187062515,0.25057682,0.239732616,0.197478019
all,1,1.00E-05,linear,18901,4667,5776,41,0.576630455,0.641358065,0.674779484,0.554430062,0.039911644,0.588447504,0.019058362,0.463842862,0.037590381,0.605903972,0.602215668,0.471354056,0.403408727,0.163973155,0.418197004,0.087404174,0.32586984,0.165673551,0.396390627,0.390702644,0.302179492,0.263651238,0.190950367,0.278920141,0.249553096,0.224184865,0.180538102,0.249026386,0.240498274,0.195533437
all,1,1.00E-05,linear,18901,4667,5776,18,0.605967748,0.644898097,0.674792364,0.498472259,0.077770752,0.535279754,0.04411827,0.414262325,0.07739067,0.56802415,0.561124588,0.439601709,0.382831608,0.145884748,0.408103386,0.083313828,0.309621254,0.141610649,0.393334125,0.388957508,0.300173995,0.237690724,0.188017106,0.251867974,0.185536725,0.195348731,0.187066748,0.224695778,0.211276308,0.172804639
all,1,1.00E-05,linear,18901,4667,5776,39,0.578296317,0.641197605,0.674848378,0.548812589,0.041387711,0.585225336,0.020167874,0.457532515,0.039589101,0.603360918,0.599975855,0.469173626,0.404372751,0.173913012,0.417901824,0.086880888,0.32629518,0.176253068,0.396457129,0.390755178,0.302229682,0.265093776,0.181083613,0.278661808,0.24605225,0.22659939,0.169553394,0.249645435,0.239956392,0.196619956
all,1,1.00E-05,linear,18901,4667,5776,40,0.577477408,0.641236849,0.67517481,0.551535041,0.039092722,0.586703649,0.019665592,0.461494138,0.036939433,0.604489283,0.60102561,0.470162512,0.403892778,0.169255985,0.418168392,0.086715679,0.325063672,0.1737375,0.398769245,0.391079702,0.304106152,0.266466588,0.18588299,0.278651952,0.24734128,0.228702988,0.17756775,0.250806698,0.239773134,0.197502219
all,1,1.00E-05,linear,18901,4667,5776,17,0.608118626,0.645468268,0.675415752,0.498502917,0.077675494,0.531268179,0.04680552,0.413851313,0.079074473,0.565490877,0.557734714,0.43753281,0.377723852,0.153836072,0.407025692,0.082961098,0.305500376,0.152506681,0.392096728,0.388886828,0.29869067,0.251288447,0.163817916,0.24802477,0.180151784,0.208870145,0.159605042,0.221538114,0.206893722,0.170873275
all,1,1.00E-05,linear,18901,4667,5776,42,0.575785474,0.641290606,0.675483674,0.554781259,0.041857501,0.589651329,0.018663365,0.464338755,0.039783667,0.606655538,0.603057535,0.471900357,0.400486162,0.175021493,0.418450682,0.086983408,0.323235382,0.176595106,0.398446349,0.39120018,0.30392916,0.26049203,0.184804421,0.278618697,0.250385954,0.221686064,0.173939041,0.248200313,0.239777264,0.194380173
all,1,1.00E-05,linear,18901,4667,5776,43,0.575131204,0.641298844,0.675669859,0.559221896,0.040085666,0.590900406,0.018257808,0.46865759,0.03781449,0.607280356,0.603937064,0.472498741,0.408907048,0.168159628,0.418634394,0.086714032,0.330361707,0.173183988,0.395365254,0.391455061,0.301277306,0.260488493,0.207167072,0.278413959,0.251323305,0.223275999,0.198264279,0.247961885,0.239343134,0.194577083
all,1,1.00E-05,linear,18901,4667,5776,16,0.610466674,0.64623913,0.675906934,0.487943325,0.096685373,0.52696984,0.049831299,0.405849847,0.095909811,0.561376691,0.553985142,0.434050884,0.376087734,0.157213461,0.405792651,0.082635575,0.301631997,0.156906178,0.392922928,0.388796173,0.298336233,0.250965688,0.170463628,0.243665483,0.174966325,0.207850824,0.167806486,0.219937352,0.201989114,0.169389177
all,1,1.00E-05,linear,18901,4667,5776,44,0.574269913,0.641460212,0.676002152,0.559466197,0.037000106,0.5923732,0.017772052,0.468604825,0.035588711,0.608679029,0.604938726,0.47375807,0.410471506,0.162176459,0.418669769,0.087153681,0.331959551,0.16394593,0.398341492,0.391348518,0.303740397,0.255252662,0.205431084,0.278404641,0.253461017,0.2170226,0.194497723,0.248088141,0.239511687,0.194169786
all,1,1.00E-05,linear,18901,4667,5776,46,0.572860284,0.641427354,0.6761938,0.55941412,0.037014384,0.594922036,0.016965696,0.469051179,0.035631532,0.609689665,0.606654784,0.474542902,0.405995677,0.167584142,0.418954451,0.087183521,0.327219982,0.172316949,0.397298871,0.391676508,0.3026376,0.246112217,0.235611942,0.277956531,0.256660459,0.206586422,0.231661764,0.245405327,0.23891481,0.192463895
all,1,1.00E-05,linear,18901,4667,5776,45,0.573580534,0.641560094,0.676353658,0.562367064,0.036553651,0.593681083,0.01735078,0.471098831,0.035432301,0.609167159,0.605809656,0.474143182,0.405163936,0.173881511,0.418812329,0.087237118,0.326941513,0.17974842,0.397641561,0.39154041,0.303185222,0.252669076,0.209631849,0.27813402,0.255235861,0.214699626,0.197207887,0.245890932,0.239180632,0.192762759
all,1,1.00E-05,linear,18901,4667,5776,47,0.572232382,0.641492445,0.676464921,0.563350256,0.033618282,0.596228296,0.016558868,0.470868968,0.032826019,0.610393756,0.607510901,0.474975957,0.411651381,0.172946706,0.418978204,0.087571147,0.332140232,0.175405592,0.396226621,0.391637872,0.301435548,0.229924491,0.265853191,0.277730264,0.258749429,0.196286333,0.270295453,0.242433976,0.238758778,0.190658537
all,1,1.00E-05,linear,18901,4667,5776,15,0.612996394,0.647166854,0.676727356,0.486158232,0.101452171,0.522566011,0.05313505,0.403291706,0.101422578,0.558238708,0.550096219,0.431357763,0.373696813,0.156243244,0.404481565,0.082364631,0.301850938,0.15347389,0.393754607,0.388594729,0.299442311,0.250128767,0.156301721,0.239093719,0.169877319,0.207217337,0.145860345,0.214516815,0.196781931,0.164333999
all,1,1.00E-05,linear,18901,4667,5776,48,0.571485839,0.641619296,0.676776565,0.567316835,0.032758305,0.597294195,0.016231089,0.475201358,0.031358262,0.61097537,0.608229965,0.475364063,0.409413731,0.164217447,0.419158921,0.087239029,0.329727924,0.167219927,0.396486855,0.392084498,0.301739831,0.227319204,0.27195293,0.27734138,0.260128231,0.192847563,0.27327011,0.241545508,0.238053839,0.189436477
all,1,1.00E-05,linear,18901,4667,5776,14,0.615641042,0.648125947,0.677036451,0.485916875,0.103054898,0.517535022,0.057226363,0.403869757,0.102243124,0.554638455,0.545693003,0.428541646,0.400381024,0.092082165,0.402916827,0.081961818,0.324685867,0.090149929,0.394087748,0.38858376,0.299633538,0.250368029,0.169849496,0.233903774,0.164663459,0.208295307,0.166783829,0.213759992,0.190598955,0.163709826
all,1,1.00E-05,linear,18901,4667,5776,50,0.570168821,0.641963155,0.677047335,0.570887601,0.032737156,0.600057036,0.015413651,0.478921817,0.031093413,0.6128973,0.610007071,0.476968449,0.416188878,0.161633512,0.419191624,0.08830581,0.337035902,0.163645016,0.397435248,0.391587261,0.302634351,0.227392286,0.27461666,0.277177042,0.264706322,0.193060984,0.282513812,0.241928108,0.238406268,0.18974811
all,1,1.00E-05,linear,18901,4667,5776,49,0.570875444,0.641769503,0.677149324,0.56988293,0.03343847,0.598621311,0.015832635,0.477773522,0.032440514,0.611863687,0.609099666,0.476129899,0.404384241,0.174026674,0.419174364,0.087678704,0.325507125,0.176463526,0.395884586,0.391969099,0.301312323,0.229696298,0.271661374,0.277105622,0.262567044,0.195206383,0.281571046,0.242849164,0.237989962,0.190541136
all,1,1.00E-05,linear,18901,4667,5776,13,0.618558811,0.649357642,0.67771376,0.480303726,0.101732828,0.512007793,0.062027904,0.39800335,0.100051237,0.548335212,0.540707881,0.42329901,0.397899347,0.093478677,0.401193006,0.081475172,0.321461689,0.091503722,0.39144691,0.38829693,0.296506511,0.247294405,0.154867088,0.227851576,0.159251811,0.203639029,0.142554018,0.210563478,0.183352841,0.160067249
all,1,1.00E-05,linear,18901,4667,5776,12,0.62165667,0.650595836,0.678518331,0.478562527,0.097143908,0.506454959,0.067110325,0.396213688,0.097107401,0.542769849,0.535524722,0.418678043,0.403870583,0.090735709,0.399513151,0.081133978,0.326523995,0.089182953,0.393505219,0.387679229,0.298089927,0.247715637,0.158146192,0.221415327,0.155049248,0.201730646,0.153979077,0.202409624,0.17614157,0.154168593
all,1,1.00E-05,linear,18901,4667,5776,11,0.625073847,0.652027989,0.679671253,0.462343228,0.102922431,0.499498826,0.074109557,0.381188273,0.102399577,0.535729435,0.528936167,0.412465157,0.392221958,0.101037884,0.397519298,0.0803444,0.31693392,0.100841508,0.395298843,0.387096451,0.299080312,0.244905248,0.15729089,0.213390496,0.150439651,0.199165423,0.151841691,0.192931511,0.166317687,0.14567856
all,1,1.00E-05,linear,18901,4667,5776,10,0.628768243,0.653821215,0.680683362,0.465963331,0.109176218,0.492201076,0.081943827,0.385269387,0.110919197,0.529128799,0.521965143,0.407295811,0.399899074,0.087728108,0.39516041,0.080625177,0.322838967,0.085398947,0.401216586,0.385965531,0.303963976,0.238160671,0.131302147,0.204761521,0.147578865,0.189066556,0.1218999,0.181301263,0.156213508,0.136168319
all,1,1.00E-05,linear,18901,4667,5776,9,0.632834694,0.655802233,0.682156865,0.444211667,0.119265576,0.483376561,0.092256589,0.364868539,0.119926453,0.519986146,0.513284328,0.399702423,0.389219576,0.10076629,0.39245525,0.081469632,0.311315558,0.101437886,0.395497674,0.38420414,0.300025344,0.210995644,0.142817765,0.194354862,0.14607016,0.167850447,0.131840486,0.163560954,0.143367485,0.122705611
all,1,1.00E-05,linear,18901,4667,5776,8,0.637329505,0.658064831,0.68364206,0.443364029,0.130093091,0.473581189,0.104319878,0.364361869,0.130928302,0.511562086,0.503491637,0.393016767,0.389745381,0.099261224,0.388970362,0.085146285,0.312477619,0.100539597,0.389830261,0.381409281,0.297209879,0.177127353,0.228206136,0.182659574,0.147133663,0.145015231,0.210606059,0.149718665,0.12965376,0.11237341
all,1,1.00E-05,linear,18901,4667,5776,7,0.642270628,0.660694745,0.685346977,0.411693975,0.171620716,0.461046472,0.12094609,0.338082654,0.171641397,0.49966329,0.490508219,0.383397675,0.395536624,0.091051227,0.384534962,0.093412981,0.317277464,0.090383346,0.389147149,0.376346905,0.297785836,0.139429227,0.228540942,0.168436794,0.150825149,0.114131914,0.231361322,0.140639352,0.111832634,0.105508877
all,1,1.00E-05,linear,18901,4667,5776,6,0.647789433,0.66366928,0.687118075,0.401918973,0.195202899,0.446552169,0.141140956,0.330900514,0.195050718,0.486166539,0.475265686,0.372227057,0.41020536,0.076509902,0.375731209,0.112786698,0.331237843,0.077212724,0.381930593,0.368974386,0.294714407,0.131303586,0.201067858,0.152650554,0.157962964,0.102151534,0.196350829,0.123220524,0.092431917,0.09190857
all,1,1.00E-05,linear,18901,4667,5776,5,0.653920678,0.667058526,0.689331451,0.39518331,0.190430008,0.426529346,0.170929815,0.323807381,0.1891326,0.465819995,0.453866523,0.355462321,0.406013501,0.083771462,0.354341843,0.161322315,0.32599266,0.083521517,0.380814803,0.355338486,0.293912481,0.107192011,0.197422045,0.13334621,0.169239192,0.083525431,0.200155916,0.089882696,0.066981675,0.066179138
all,1,1.00E-05,linear,18901,4667,5776,4,0.660846886,0.671058593,0.691856155,0.368326819,0.225166272,0.399173952,0.21007377,0.301072047,0.226504925,0.433746173,0.424390736,0.329475696,0.358200279,0.166833673,0.313664206,0.163392576,0.285437749,0.157253509,0.338990829,0.332241807,0.261217655,0.096024414,0.164808099,0.110068295,0.179669294,0.071221106,0.154032393,0.051843692,0.036099957,0.037810746
all,1,1.00E-05,linear,18901,4667,5776,3,0.668747542,0.675522131,0.69429994,0.346227984,0.242174458,0.363468018,0.224899411,0.282111045,0.248202202,0.399332303,0.384886207,0.301893308,0.298819828,0.179873024,0.264235595,0.140035656,0.240935583,0.177257262,0.282114797,0.297782628,0.215946866,0.097872444,0.272290992,0.081455477,0.189844627,0.071943149,0.272340826,0.024793005,0.000732392,0.018147374
all,1,1.00E-05,linear,18901,4667,5776,2,0.678016897,0.680670955,0.69685863,0.292677645,0.287512218,0.309066334,0.271740188,0.237745565,0.288458125,0.339020375,0.321885978,0.254192685,0.230254553,0.231447073,0.219792333,0.184486048,0.188212891,0.231360791,0.240716985,0.239513393,0.18397401,0.027365145,0.323623945,0.03964153,0.242351816,0.017782086,0.310860423,-0.023062228,-0.046524961,-0.01710927
all,1,1.00E-05,linear,18901,4667,5776,1,0.689685616,0.686415068,0.698230729,0.201068636,0.387924844,0.226933828,0.315698883,0.163110316,0.389009695,0.229092919,0.22165009,0.170340196,0.173605515,0.278323025,0.18594116,0.250188773,0.137075138,0.279384822,0.200678311,0.166185822,0.151206971,-0.056537824,0.424924026,-0.040214289,0.302551518,-0.046348425,0.400082645,-0.085070911,-0.112850293,-0.062353532
all,1,1.00E-05,linear,18901,4667,5776,0,0.696861485,0.693877274,0.699296355,-0.089475234,0.398047869,-0.134693016,0.358543206,-0.074551496,0.3783167,-0.118653678,-0.145508037,-0.088741899,-0.012070989,0.291749819,-0.031974471,0.356664627,-0.009173552,0.299980536,-0.016112131,-0.090375292,-0.010753438,-0.211872344,0.241436256,-0.228478711,0.332902961,-0.165709925,0.235102652,-0.216830211,-0.243771188,-0.160750033
majority,1,1.00E-05,deep,627,150,186,50,0.539994371,0.618237007,0.669346889,0.556362703,0.036941881,0.595636417,0.018301467,0.464933333,0.036071536,0.606339335,0.605084431,0.471490053,0.369458112,0.183094352,0.42255226,0.079392367,0.296475645,0.18490029,0.395068208,0.394478421,0.299721187,0.25183412,0.227197014,0.280352429,0.221547356,0.209721348,0.230452566,0.251047631,0.23968007,0.196178803
majority,1,1.00E-05,deep,627,150,186,39,0.555750301,0.620648026,0.668226908,0.541026466,0.045466039,0.57301251,0.026856259,0.449542398,0.046711176,0.590918763,0.588419102,0.459048119,0.364670093,0.18596912,0.418727398,0.080461834,0.294390487,0.185630431,0.38477282,0.390227669,0.292228585,0.272362611,0.185274462,0.27484474,0.196484434,0.224239908,0.18691874,0.246953224,0.232782972,0.19225999
majority,1,1.00E-05,deep,627,150,186,46,0.545169619,0.621068084,0.667330186,0.549159622,0.040244833,0.588635216,0.020696291,0.457965722,0.040341023,0.601965216,0.599883129,0.467732958,0.365171668,0.188863623,0.421081209,0.081384981,0.289922617,0.193792544,0.396609424,0.392368453,0.300143705,0.257403336,0.172849665,0.279247936,0.219432322,0.211935538,0.175007299,0.248403694,0.23939042,0.193398499
majority,1,1.00E-05,deep,627,150,186,49,0.54053703,0.621093214,0.668940773,0.557835837,0.03724497,0.594601974,0.01860902,0.465934905,0.03654177,0.605632806,0.60413145,0.470902644,0.36329012,0.192429232,0.422178882,0.08103751,0.289394537,0.197257829,0.393751563,0.393103258,0.298117668,0.253637062,0.228745086,0.280114396,0.223223187,0.21192088,0.235132326,0.251343666,0.24103746,0.196716374
majority,1,1.00E-05,deep,627,150,186,45,0.547502208,0.621151483,0.669037024,0.548889422,0.040718789,0.586108325,0.021599181,0.457154136,0.040688702,0.600332721,0.59812366,0.466311106,0.365779788,0.187312251,0.420711762,0.080662484,0.293435007,0.191272747,0.394303486,0.392107107,0.299520174,0.261662605,0.179319383,0.278412932,0.214824682,0.217407644,0.183843089,0.249492616,0.23792465,0.194475476
majority,1,1.00E-05,deep,627,150,186,44,0.547764288,0.621798491,0.668817719,0.549417671,0.039836072,0.583996034,0.022455828,0.456832782,0.041164569,0.599089435,0.596582802,0.46541349,0.362794615,0.194765621,0.420569987,0.080308888,0.290819472,0.195300765,0.389411353,0.392369096,0.296224932,0.255326041,0.190609835,0.277892992,0.210843334,0.212826631,0.194137546,0.247983142,0.236661879,0.193571067
majority,1,1.00E-05,deep,627,150,186,40,0.553327423,0.621888757,0.665957262,0.543667587,0.044676967,0.575226815,0.025937363,0.452389431,0.046297318,0.592284346,0.589959139,0.459975856,0.36411624,0.188714345,0.418768463,0.081517742,0.292550018,0.188900597,0.383697964,0.390124582,0.290552101,0.270962892,0.192296755,0.275219439,0.200222454,0.223854713,0.19493126,0.247099995,0.233816741,0.192214026
majority,1,1.00E-05,deep,627,150,186,37,0.559803918,0.622347724,0.668341011,0.540865192,0.046086318,0.56813482,0.029043814,0.45053598,0.047903989,0.586686632,0.584853305,0.455507609,0.369888304,0.190324335,0.417424552,0.080236292,0.298335352,0.19205071,0.388193403,0.389801971,0.294223798,0.261734246,0.188283228,0.273160522,0.189447744,0.213405644,0.190054846,0.241459856,0.229857078,0.186958621
majority,1,1.00E-05,deep,627,150,186,43,0.54997649,0.622403395,0.669988255,0.544880243,0.039714904,0.582316509,0.022993451,0.453112937,0.039395476,0.597644438,0.595059737,0.46420276,0.368952955,0.179990055,0.419998436,0.08174168,0.295158748,0.181438135,0.391141348,0.391078184,0.296659537,0.281595376,0.183544563,0.277542346,0.211069262,0.228172526,0.181802537,0.249186943,0.2371752,0.193058975
majority,1,1.00E-05,deep,627,150,186,47,0.543878517,0.623158205,0.668880522,0.553907258,0.039259177,0.590238447,0.020153604,0.46266344,0.038438672,0.602416563,0.601074678,0.468172525,0.361266869,0.1958427,0.421349977,0.080947033,0.285837129,0.199679991,0.39412219,0.392560454,0.29816044,0.249494472,0.218428999,0.279300035,0.220172588,0.208734732,0.220107123,0.251493269,0.239398384,0.195771485
majority,1,1.00E-05,deep,627,150,186,48,0.542282996,0.623381555,0.669567943,0.554646304,0.036248839,0.592426487,0.019338503,0.462703193,0.035814738,0.604091579,0.602663463,0.469647682,0.367017459,0.181340073,0.421705488,0.080923,0.293300765,0.184776525,0.398878862,0.393311275,0.302684528,0.254608727,0.228468551,0.279673898,0.222263839,0.210250945,0.228527359,0.251816833,0.239863142,0.195980929
majority,1,1.00E-05,deep,627,150,186,36,0.561278662,0.623478019,0.669833243,0.528329757,0.04835305,0.565160546,0.030451401,0.439357971,0.049479125,0.584482453,0.582546406,0.453456747,0.36705968,0.187093191,0.417003079,0.079358645,0.297111087,0.184539998,0.391786409,0.389715537,0.296890805,0.270720514,0.199063964,0.271336361,0.183301393,0.223383694,0.205085654,0.240188023,0.226667305,0.185986026
majority,1,1.00E-05,deep,627,150,186,42,0.550521453,0.623610854,0.66899097,0.541389194,0.045372518,0.579908585,0.02401623,0.450772645,0.047252182,0.596247382,0.59357951,0.463053015,0.366818967,0.189664564,0.419524545,0.08099489,0.296220121,0.189641946,0.388362353,0.390735515,0.29502005,0.26711058,0.18151664,0.276883752,0.207264635,0.218933739,0.180541516,0.246487896,0.236090081,0.191726002
majority,1,1.00E-05,deep,627,150,186,38,0.557565843,0.623934507,0.66952158,0.536606526,0.048149651,0.570791792,0.027779218,0.446210912,0.049580439,0.588887761,0.586619538,0.457222698,0.366662086,0.18933378,0.417562964,0.081889218,0.296397793,0.18796611,0.386082467,0.38918473,0.293095732,0.268616335,0.193998496,0.273558793,0.195715908,0.220474178,0.197214585,0.246083802,0.232011418,0.191328024
majority,1,1.00E-05,deep,627,150,186,35,0.563006666,0.624285209,0.669798762,0.531475861,0.050152637,0.563255817,0.031363995,0.441670928,0.052139173,0.582791479,0.581145001,0.452232141,0.36917738,0.188553204,0.416375427,0.079919643,0.297324741,0.188552365,0.388391771,0.389089313,0.294115585,0.26666197,0.183791899,0.270771567,0.183018989,0.21823664,0.18182968,0.240220477,0.226898106,0.186168923
majority,1,1.00E-05,deep,627,150,186,41,0.551889221,0.625291359,0.667978863,0.542965446,0.045797563,0.576867628,0.025260194,0.451457636,0.047358858,0.592797476,0.591332838,0.460427925,0.367835934,0.184469409,0.419867987,0.078694027,0.296736471,0.185210283,0.386926213,0.39174558,0.293798326,0.266328355,0.18438936,0.275949296,0.198119346,0.217866012,0.181892037,0.245552931,0.23274161,0.191022488
majority,1,1.00E-05,deep,627,150,186,33,0.566092253,0.625451422,0.669290781,0.52725532,0.051832042,0.558244996,0.033804368,0.437483382,0.054314231,0.579820446,0.577217464,0.449729343,0.373749846,0.175559571,0.41570639,0.08002444,0.30090976,0.173630524,0.389764712,0.388332237,0.295249586,0.243406747,0.19339019,0.267906815,0.17704022,0.195739706,0.186297079,0.236870384,0.223459523,0.182749204
majority,1,1.00E-05,deep,627,150,186,34,0.564808586,0.626067877,0.665832698,0.525508272,0.052120248,0.560609183,0.032593324,0.436447992,0.053703132,0.581753549,0.579072246,0.451409236,0.369368323,0.186858485,0.416224879,0.079706645,0.297615905,0.186572238,0.389441295,0.389172398,0.295098475,0.269343717,0.177315147,0.268856073,0.178864714,0.220924343,0.171136532,0.238657996,0.224050372,0.184421601
majority,1,1.00E-05,deep,627,150,186,28,0.577526465,0.626457822,0.669356485,0.513474961,0.062978958,0.54239557,0.042545036,0.427552956,0.064695671,0.569831458,0.56459235,0.441791577,0.36694295,0.161202231,0.411778558,0.078892716,0.294637997,0.162471005,0.392923737,0.388402459,0.298602724,0.24609765,0.183639509,0.256001473,0.154834376,0.197206776,0.177348757,0.219554816,0.20802513,0.167695454
majority,1,1.00E-05,deep,627,150,186,30,0.572948468,0.627471685,0.668043822,0.518358472,0.059703747,0.548873061,0.038713775,0.43112431,0.060711166,0.573900881,0.56974182,0.444991957,0.363998792,0.164383458,0.413421691,0.079125416,0.295960525,0.160636951,0.387073344,0.388486729,0.293753864,0.247789666,0.185913094,0.261939179,0.163425885,0.198434394,0.180008484,0.227415075,0.214948917,0.174422839
majority,1,1.00E-05,deep,627,150,186,32,0.569666398,0.627588058,0.666948944,0.520420888,0.059300929,0.555376462,0.035142008,0.43267397,0.060697817,0.578257575,0.575051963,0.448789075,0.358252129,0.195825914,0.414043833,0.081533899,0.288544871,0.196676227,0.389419893,0.388298981,0.294984554,0.252401164,0.169633272,0.265484089,0.174370661,0.206365005,0.158365816,0.235226346,0.221310731,0.180882954
majority,1,1.00E-05,deep,627,150,186,31,0.570728247,0.627753091,0.669726044,0.520351703,0.060152524,0.552393974,0.036715881,0.432425668,0.061490772,0.575900441,0.57258806,0.446668597,0.35571032,0.199521073,0.413859025,0.081048558,0.288979049,0.196388987,0.388196908,0.388064095,0.295076148,0.245773448,0.191974976,0.263280807,0.169746462,0.195971995,0.184694466,0.230666367,0.218496554,0.176396808
majority,1,1.00E-05,deep,627,150,186,29,0.575405148,0.628492105,0.668655763,0.520205011,0.060439665,0.546372192,0.040197559,0.433444877,0.061350634,0.573385537,0.567960486,0.444535578,0.365042413,0.169037809,0.412711619,0.079347456,0.294329467,0.167122677,0.389960009,0.38861797,0.295928413,0.251419386,0.18024752,0.260109783,0.161060586,0.201421674,0.173014035,0.226134855,0.213057722,0.172921882
majority,1,1.00E-05,deep,627,150,186,27,0.58014051,0.629676878,0.669599305,0.513767586,0.06102339,0.541484774,0.043093451,0.426370225,0.062538175,0.569225965,0.563831216,0.441191225,0.351175859,0.192573756,0.409791114,0.08420877,0.283346789,0.192339997,0.386500357,0.386557772,0.293464793,0.249820469,0.186475344,0.254611268,0.159496856,0.20066802,0.18251642,0.222688753,0.209767277,0.169833574
majority,1,1.00E-05,deep,627,150,186,26,0.583523312,0.629806113,0.669163913,0.512502743,0.063991413,0.536954931,0.0461245,0.426640346,0.064756503,0.565554343,0.560393252,0.438125561,0.364573231,0.162036379,0.409011723,0.081182287,0.293154153,0.1627295,0.386641767,0.387169368,0.294173402,0.243324532,0.182928825,0.251831102,0.151171951,0.194670246,0.177595615,0.216280982,0.203803865,0.164669933
majority,1,1.00E-05,deep,627,150,186,25,0.586920357,0.631962276,0.669270734,0.500198599,0.070784979,0.533394879,0.048627801,0.415609513,0.073911997,0.561376719,0.55746066,0.4346762,0.369287238,0.153953868,0.409129435,0.078642016,0.297623837,0.154026392,0.388506645,0.387711169,0.295930309,0.239962065,0.165475999,0.250449471,0.145471885,0.189308427,0.149060563,0.214754495,0.19991936,0.163228435
